"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","tola-B","0","1","","0.0114847461505515"
"","tola-RAISE-F","1","","0.988515253849448",""
"","tola-RAISE-B","39","","","0.0114847461505515"
"töle","töle-F","0","1","0.00747854143505369",""
"","töle-B","0","1","","0.992521458564946"
"","töle-RAISE-F","155","","0.00747854143505369",""
"","töle-RAISE-B","1","","","0.992521458564946"
"tölem","tölem-F","0","1","0.00291447145176804",""
"","tölem-B","0","1","","0.997085528548232"
"","tölem-RAISE-F","4","","0.00291447145176804",""
"","tölem-RAISE-B","0","","","0.997085528548232"
"toliye","toliye-F","0","1","0.135802076163154",""
"","toliye-B","0","1","","0.864197923836846"
"","toliye-RAISE-F","1","","0.135802076163154",""
"","toliye-RAISE-B","0","","","0.864197923836846"
"tongla","tongla-F","0","1","0.96822581713767",""
"","tongla-B","0","1","","0.0317741828623305"
"","tongla-RAISE-F","0","","0.96822581713767",""
"","tongla-RAISE-B","2","","","0.0317741828623305"
"tonglat","tonglat-F","0","1","0.983840126827832",""
"","tonglat-B","0","1","","0.0161598731721679"
"","tonglat-RAISE-F","0","","0.983840126827832",""
"","tonglat-RAISE-B","6","","","0.0161598731721679"
"tonna","tonna-F","0","1","0.996595761518463",""
"","tonna-B","0","1","","0.00340423848153748"
"","tonna-RAISE-F","0","","0.996595761518463",""
"","tonna-RAISE-B","132","","","0.00340423848153748"
"topilang","topilang-F","0","1","0.994630674558505",""
"","topilang-B","0","1","","0.00536932544149538"
"","topilang-RAISE-F","0","","0.994630674558505",""
"","topilang-RAISE-B","3","","","0.00536932544149538"
"topla","topla-F","0","1","0.996000439660163",""
"","topla-B","0","1","","0.00399956033983728"
"","topla-RAISE-F","0","","0.996000439660163",""
"","topla-RAISE-B","75","","","0.00399956033983728"
"toplam","toplam-F","0","1","0.997409832469773",""
"","toplam-B","0","1","","0.00259016753022745"
"","toplam-RAISE-F","0","","0.997409832469773",""
"","toplam-RAISE-B","146","","","0.00259016753022745"
"toplash","toplash-F","0","1","0.978486825459154",""
"","toplash-B","0","1","","0.021513174540846"
"","toplash-RAISE-F","0","","0.978486825459154",""
"","toplash-RAISE-B","5","","","0.021513174540846"
"toqulma","toqulma-F","0","1","0.981054234133786",""
"","toqulma-B","0","1","","0.0189457658662135"
"","toqulma-RAISE-F","1","","0.981054234133786",""
"","toqulma-RAISE-B","56","","","0.0189457658662135"
"töre","töre-F","0","1","0.00378236245048777",""
"","töre-B","0","1","","0.996217637549512"
"","töre-RAISE-F","8","","0.00378236245048777",""
"","töre-RAISE-B","0","","","0.996217637549512"
"törelme","törelme-F","0","1","0.14089387008479",""
"","törelme-B","0","1","","0.85910612991521"
"","törelme-RAISE-F","9","","0.14089387008479",""
"","törelme-RAISE-B","0","","","0.85910612991521"
"torla","torla-F","0","1","0.902005452987801",""
"","torla-B","0","1","","0.0979945470121993"
"","torla-RAISE-F","0","","0.902005452987801",""
"","torla-RAISE-B","2","","","0.0979945470121993"
"tormozla","tormozla-F","0","1","0.835853492011632",""
"","tormozla-B","0","1","","0.164146507988368"
"","tormozla-RAISE-F","0","","0.835853492011632",""
"","tormozla-RAISE-B","1","","","0.164146507988368"
"torxana","torxana-F","0","1","0.978952401003014",""
"","torxana-B","0","1","","0.0210475989969856"
"","torxana-RAISE-F","0","","0.978952401003014",""
"","torxana-RAISE-B","14","","","0.0210475989969856"
"tosa","tosa-F","0","1","0.98720582069326",""
"","tosa-B","0","1","","0.0127941793067397"
"","tosa-RAISE-F","0","","0.98720582069326",""
"","tosa-RAISE-B","8","","","0.0127941793067397"
"töwenle","töwenle-F","0","1","0.012818977915762",""
"","töwenle-B","0","1","","0.987181022084238"
"","töwenle-RAISE-F","17","","0.012818977915762",""
"","töwenle-RAISE-B","0","","","0.987181022084238"
"töwenlesh","töwenlesh-F","0","1","0.18906100376276",""
"","töwenlesh-B","0","1","","0.81093899623724"
"","töwenlesh-RAISE-F","4","","0.18906100376276",""
"","töwenlesh-RAISE-B","0","","","0.81093899623724"
"töwenlet","töwenlet-F","0","1","0.0572979386395297",""
"","töwenlet-B","0","1","","0.94270206136047"
"","töwenlet-RAISE-F","35","","0.0572979386395297",""
"","töwenlet-RAISE-B","0","","","0.94270206136047"
"towla","towla-F","0","1","0.992975602152286",""
"","towla-B","0","1","","0.00702439784771414"
"","towla-RAISE-F","0","","0.992975602152286",""
"","towla-RAISE-B","20","","","0.00702439784771414"
"towlash","towlash-F","0","1","0.985834721859096",""
"","towlash-B","0","1","","0.0141652781409037"
"","towlash-RAISE-F","0","","0.985834721859096",""
"","towlash-RAISE-B","1","","","0.0141652781409037"
"toxta","toxta-F","0","1","0.997816017649545",""
"","toxta-B","0","1","","0.00218398235045492"
"","toxta-RAISE-F","0","","0.997816017649545",""
"","toxta-RAISE-B","312","","","0.00218398235045492"
"toxtam","toxtam-F","0","1","0.997187648635282",""
"","toxtam-B","0","1","","0.0028123513647178"
"","toxtam-RAISE-F","0","","0.997187648635282",""
"","toxtam-RAISE-B","2","","","0.0028123513647178"
"toxtamname","toxtamname-F","0","1","0.17100734971027",""
"","toxtamname-B","0","1","","0.82899265028973"
"","toxtamname-RAISE-F","49","","0.17100734971027",""
"","toxtamname-RAISE-B","20","","","0.82899265028973"
"toxtat","toxtat-F","0","1","0.997725945706669",""
"","toxtat-B","0","1","","0.00227405429333138"
"","toxtat-RAISE-F","0","","0.997725945706669",""
"","toxtat-RAISE-B","735","","","0.00227405429333138"
"toyla","toyla-F","0","1","0.948819496826776",""
"","toyla-B","0","1","","0.0511805031732241"
"","toyla-RAISE-F","0","","0.948819496826776",""
"","toyla-RAISE-B","3","","","0.0511805031732241"
"toylash","toylash-F","0","1","0.987415430421554",""
"","toylash-B","0","1","","0.0125845695784458"
"","toylash-RAISE-F","0","","0.987415430421554",""
"","toylash-RAISE-B","25","","","0.0125845695784458"
"tügelle","tügelle-F","0","1","0.211852806164704",""
"","tügelle-B","0","1","","0.788147193835296"
"","tügelle-RAISE-F","6","","0.211852806164704",""
"","tügelle-RAISE-B","0","","","0.788147193835296"
"tughqanlash","tughqanlash-F","0","1","0.964200993709274",""
"","tughqanlash-B","0","1","","0.0357990062907261"
"","tughqanlash-RAISE-F","0","","0.964200993709274",""
"","tughqanlash-RAISE-B","1","","","0.0357990062907261"
"tügünche","tügünche-F","0","1","0.812808106747348",""
"","tügünche-B","0","1","","0.187191893252652"
"","tügünche-RAISE-F","1","","0.812808106747348",""
"","tügünche-RAISE-B","0","","","0.187191893252652"
"tüle","tüle-F","0","1","0.310373924070139",""
"","tüle-B","0","1","","0.689626075929861"
"","tüle-RAISE-F","4","","0.310373924070139",""
"","tüle-RAISE-B","0","","","0.689626075929861"
"tüne","tüne-F","0","1","0.0253504620438026",""
"","tüne-B","0","1","","0.974649537956197"
"","tüne-RAISE-F","2","","0.0253504620438026",""
"","tüne-RAISE-B","0","","","0.974649537956197"
"turbina","turbina-F","0","1","0.922658754042494",""
"","turbina-B","0","1","","0.0773412459575062"
"","turbina-RAISE-F","0","","0.922658754042494",""
"","turbina-RAISE-B","1","","","0.0773412459575062"
"türme","türme-F","0","1","0.0171243443268426",""
"","türme-B","0","1","","0.982875655673157"
"","türme-RAISE-F","4251","","0.0171243443268426",""
"","türme-RAISE-B","4","","","0.982875655673157"
"türmel","türmel-F","0","1","0.0706392905951631",""
"","türmel-B","0","1","","0.929360709404837"
"","türmel-RAISE-F","1","","0.0706392905951631",""
"","türmel-RAISE-B","0","","","0.929360709404837"
"turuba","turuba-F","0","1","0.994138418326591",""
"","turuba-B","0","1","","0.00586158167340933"
"","turuba-RAISE-F","0","","0.994138418326591",""
"","turuba-RAISE-B","20","","","0.00586158167340933"
"tutash","tutash-F","0","1","0.990866147747906",""
"","tutash-B","0","1","","0.00913385225209373"
"","tutash-RAISE-F","0","","0.990866147747906",""
"","tutash-RAISE-B","13","","","0.00913385225209373"
"tuwa","tuwa-F","0","1","0.986819023650153",""
"","tuwa-B","0","1","","0.0131809763498473"
"","tuwa-RAISE-F","4","","0.986819023650153",""
"","tuwa-RAISE-B","0","","","0.0131809763498473"
"tüze","tüze-F","0","1","0.193926370207171",""
"","tüze-B","0","1","","0.806073629792829"
"","tüze-RAISE-F","13","","0.193926370207171",""
"","tüze-RAISE-B","0","","","0.806073629792829"
"tüzet","tüzet-F","0","1","0.0301748381076799",""
"","tüzet-B","0","1","","0.96982516189232"
"","tüzet-RAISE-F","9","","0.0301748381076799",""
"","tüzet-RAISE-B","0","","","0.96982516189232"
"tüzle","tüzle-F","0","1","0.0102082629195739",""
"","tüzle-B","0","1","","0.989791737080426"
"","tüzle-RAISE-F","2","","0.0102082629195739",""
"","tüzle-RAISE-B","0","","","0.989791737080426"
"tüzülme","tüzülme-F","0","1","0.05962212092987",""
"","tüzülme-B","0","1","","0.94037787907013"
"","tüzülme-RAISE-F","90","","0.05962212092987",""
"","tüzülme-RAISE-B","0","","","0.94037787907013"
"ucha","ucha-F","0","1","0.988270420737988",""
"","ucha-B","0","1","","0.011729579262012"
"","ucha-RAISE-F","0","","0.988270420737988",""
"","ucha-RAISE-B","116","","","0.011729579262012"
"üchey","üchey-F","0","1","0.00556192750974152",""
"","üchey-B","0","1","","0.994438072490259"
"","üchey-RAISE-F","3","","0.00556192750974152",""
"","üchey-RAISE-B","0","","","0.994438072490259"
"uchra","uchra-F","0","1","0.998948672954964",""
"","uchra-B","0","1","","0.00105132704503552"
"","uchra-RAISE-F","0","","0.998948672954964",""
"","uchra-RAISE-B","790","","","0.00105132704503552"
"uchrash","uchrash-F","0","1","0.994687750955392",""
"","uchrash-B","0","1","","0.00531224904460825"
"","uchrash-RAISE-F","0","","0.994687750955392",""
"","uchrash-RAISE-B","11","","","0.00531224904460825"
"uchrat","uchrat-F","0","1","0.994099965508881",""
"","uchrat-B","0","1","","0.00590003449111942"
"","uchrat-RAISE-F","0","","0.994099965508881",""
"","uchrat-RAISE-B","75","","","0.00590003449111942"
"üjme","üjme-F","0","1","0.0107726622853528",""
"","üjme-B","0","1","","0.989227337714647"
"","üjme-RAISE-F","5","","0.0107726622853528",""
"","üjme-RAISE-B","0","","","0.989227337714647"
"ula","ula-F","0","1","0.995820798513008",""
"","ula-B","0","1","","0.00417920148699213"
"","ula-RAISE-F","0","","0.995820798513008",""
"","ula-RAISE-B","7","","","0.00417920148699213"
"ulanma","ulanma-F","0","1","0.982502254647493",""
"","ulanma-B","0","1","","0.017497745352507"
"","ulanma-RAISE-F","0","","0.982502254647493",""
"","ulanma-RAISE-B","21","","","0.017497745352507"
"ulash","ulash-F","0","1","0.986929624454239",""
"","ulash-B","0","1","","0.0130703755457613"
"","ulash-RAISE-F","0","","0.986929624454239",""
"","ulash-RAISE-B","16","","","0.0130703755457613"
"ümidlen","ümidlen-F","0","1","0.032932590421123",""
"","ümidlen-B","0","1","","0.967067409578877"
"","ümidlen-RAISE-F","3","","0.032932590421123",""
"","ümidlen-RAISE-B","0","","","0.967067409578877"
"ümidsizlen","ümidsizlen-F","0","1","0.00681269948464678",""
"","ümidsizlen-B","0","1","","0.993187300515353"
"","ümidsizlen-RAISE-F","1","","0.00681269948464678",""
"","ümidsizlen-RAISE-B","0","","","0.993187300515353"
"ümmet","ümmet-F","0","1","0.0106849423876748",""
"","ümmet-B","0","1","","0.989315057612325"
"","ümmet-RAISE-F","15","","0.0106849423876748",""
"","ümmet-RAISE-B","0","","","0.989315057612325"
"una","una-F","0","1","0.985463667615149",""
"","una-B","0","1","","0.0145363323848514"
"","una-RAISE-F","0.999999999999997","","0.985463667615149",""
"","una-RAISE-B","58","","","0.0145363323848514"
"ünche","ünche-F","0","1","0.238603276201183",""
"","ünche-B","0","1","","0.761396723798818"
"","ünche-RAISE-F","16","","0.238603276201183",""
"","ünche-RAISE-B","0","","","0.761396723798818"
"üsküne","üsküne-F","0","1","0.0390448704273088",""
"","üsküne-B","0","1","","0.960955129572691"
"","üsküne-RAISE-F","169","","0.0390448704273088",""
"","üsküne-RAISE-B","0","","","0.960955129572691"
"ussa","ussa-F","0","1","0.935613375204517",""
"","ussa-B","0","1","","0.0643866247954833"
"","ussa-RAISE-F","1","","0.935613375204517",""
"","ussa-RAISE-B","4","","","0.0643866247954833"
"usta","usta-F","0","1","0.995835586649603",""
"","usta-B","0","1","","0.00416441335039675"
"","usta-RAISE-F","39","","0.995835586649603",""
"","usta-RAISE-B","226","","","0.00416441335039675"
"üstel","üstel-F","0","1","0.00357735909403446",""
"","üstel-B","0","1","","0.996422640905966"
"","üstel-RAISE-F","109","","0.00357735909403446",""
"","üstel-RAISE-B","0","","","0.996422640905966"
"ustira","ustira-F","0","1","0.970276879430118",""
"","ustira-B","0","1","","0.0297231205698825"
"","ustira-RAISE-F","0","","0.970276879430118",""
"","ustira-RAISE-B","1","","","0.0297231205698825"
"ustixan","ustixan-F","0","1","0.991775201159142",""
"","ustixan-B","0","1","","0.00822479884085792"
"","ustixan-RAISE-F","0","","0.991775201159142",""
"","ustixan-RAISE-B","2","","","0.00822479884085792"
"ustixana","ustixana-F","0","1","0.978172098642468",""
"","ustixana-B","0","1","","0.0218279013575319"
"","ustixana-RAISE-F","0","","0.978172098642468",""
"","ustixana-RAISE-B","1","","","0.0218279013575319"
"üstqurulma","üstqurulma-F","0","1","0.963301912623121",""
"","üstqurulma-B","0","1","","0.0366980873768794"
"","üstqurulma-RAISE-F","0","","0.963301912623121",""
"","üstqurulma-RAISE-B","5","","","0.0366980873768794"
"uwa","uwa-F","0","1","0.981248654368952",""
"","uwa-B","0","1","","0.0187513456310475"
"","uwa-RAISE-F","0","","0.981248654368952",""
"","uwa-RAISE-B","22","","","0.0187513456310475"
"uwila","uwila-F","0","1","0.835853492011632",""
"","uwila-B","0","1","","0.164146507988368"
"","uwila-RAISE-F","0","","0.835853492011632",""
"","uwila-RAISE-B","1","","","0.164146507988368"
"uxla","uxla-F","0","1","0.995833472529081",""
"","uxla-B","0","1","","0.00416652747091906"
"","uxla-RAISE-F","0","","0.995833472529081",""
"","uxla-RAISE-B","80","","","0.00416652747091906"
"uyal","uyal-F","0","1","0.987985120899922",""
"","uyal-B","0","1","","0.0120148791000779"
"","uyal-RAISE-F","0","","0.987985120899922",""
"","uyal-RAISE-B","3","","","0.0120148791000779"
"uyghunlash","uyghunlash-F","0","1","0.966563671292639",""
"","uyghunlash-B","0","1","","0.0334363287073607"
"","uyghunlash-RAISE-F","0","","0.966563671292639",""
"","uyghunlash-RAISE-B","8","","","0.0334363287073607"
"uyushma","uyushma-F","0","1","0.995090118718701",""
"","uyushma-B","0","1","","0.00490988128129888"
"","uyushma-RAISE-F","0.999999999999996","","0.995090118718701",""
"","uyushma-RAISE-B","77","","","0.00490988128129888"
"uzar","uzar-F","0","1","0.974219208456686",""
"","uzar-B","0","1","","0.0257807915433144"
"","uzar-RAISE-F","0","","0.974219208456686",""
"","uzar-RAISE-B","9","","","0.0257807915433144"
"uzat","uzat-F","0","1","0.995929294168501",""
"","uzat-B","0","1","","0.0040707058314986"
"","uzat-RAISE-F","0","","0.995929294168501",""
"","uzat-RAISE-B","32","","","0.0040707058314986"
"uzunda","uzunda-F","0","1","0.880924449858308",""
"","uzunda-B","0","1","","0.119075550141692"
"","uzunda-RAISE-F","2","","0.880924449858308",""
"","uzunda-RAISE-B","0","","","0.119075550141692"
"wakalet","wakalet-F","0","1","0.00626220052714166",""
"","wakalet-B","0","1","","0.993737799472858"
"","wakalet-RAISE-F","10","","0.00626220052714166",""
"","wakalet-RAISE-B","0","","","0.993737799472858"
"wakaletxana","wakaletxana-F","0","1","0.989764564760489",""
"","wakaletxana-B","0","1","","0.0102354352395111"
"","wakaletxana-RAISE-F","0","","0.989764564760489",""
"","wakaletxana-RAISE-B","3","","","0.0102354352395111"
"wanna","wanna-F","0","1","0.978380878012047",""
"","wanna-B","0","1","","0.0216191219879528"
"","wanna-RAISE-F","0","","0.978380878012047",""
"","wanna-RAISE-B","11","","","0.0216191219879528"
"waras","waras-F","0","1","0.988673083972273",""
"","waras-B","0","1","","0.0113269160277266"
"","waras-RAISE-F","0","","0.988673083972273",""
"","waras-RAISE-B","1","","","0.0113269160277266"
"wasite","wasite-F","0","1","0.0143693692727503",""
"","wasite-B","0","1","","0.98563063072725"
"","wasite-RAISE-F","1280","","0.0143693692727503",""
"","wasite-RAISE-B","46","","","0.98563063072725"
"waste","waste-F","0","1","0.024898133431006",""
"","waste-B","0","1","","0.975101866568994"
"","waste-RAISE-F","209","","0.024898133431006",""
"","waste-RAISE-B","209","","","0.975101866568994"
"waxan","waxan-F","0","1","0.950650127056644",""
"","waxan-B","0","1","","0.0493498729433562"
"","waxan-RAISE-F","0","","0.950650127056644",""
"","waxan-RAISE-B","1","","","0.0493498729433562"
"waysa","waysa-F","0","1","0.954774587677349",""
"","waysa-B","0","1","","0.0452254123226508"
"","waysa-RAISE-F","0","","0.954774587677349",""
"","waysa-RAISE-B","5","","","0.0452254123226508"
"waza","waza-F","0","1","0.941993045114481",""
"","waza-B","0","1","","0.0580069548855185"
"","waza-RAISE-F","0","","0.941993045114481",""
"","waza-RAISE-B","3","","","0.0580069548855185"
"wazaret","wazaret-F","0","1","0.134312638843591",""
"","wazaret-B","0","1","","0.865687361156409"
"","wazaret-RAISE-F","6","","0.134312638843591",""
"","wazaret-RAISE-B","0","","","0.865687361156409"
"wede","wede-F","0","1","0.00471594301352304",""
"","wede-B","0","1","","0.995284056986477"
"","wede-RAISE-F","641","","0.00471594301352304",""
"","wede-RAISE-B","0","","","0.995284056986477"
"wesiyet","wesiyet-F","0","1","0.0148491318212418",""
"","wesiyet-B","0","1","","0.985150868178758"
"","wesiyet-RAISE-F","48","","0.0148491318212418",""
"","wesiyet-RAISE-B","0","","","0.985150868178758"
"weswese","weswese-F","0","1","0.0767084942935057",""
"","weswese-B","0","1","","0.923291505706494"
"","weswese-RAISE-F","19","","0.0767084942935057",""
"","weswese-RAISE-B","0","","","0.923291505706494"
"weten","weten-F","0","1","0.00272464035726515",""
"","weten-B","0","1","","0.997275359642735"
"","weten-RAISE-F","1285","","0.00272464035726515",""
"","weten-RAISE-B","2","","","0.997275359642735"
"wetendash","wetendash-F","0","1","0.994990522731346",""
"","wetendash-B","0","1","","0.00500947726865364"
"","wetendash-RAISE-F","0","","0.994990522731346",""
"","wetendash-RAISE-B","1","","","0.00500947726865364"
"wezipe","wezipe-F","0","1","0.00740615079773329",""
"","wezipe-B","0","1","","0.992593849202267"
"","wezipe-RAISE-F","2268","","0.00740615079773329",""
"","wezipe-RAISE-B","0","","","0.992593849202267"
"weziyet","weziyet-F","0","1","0.00261720001332357",""
"","weziyet-B","0","1","","0.997382799986676"
"","weziyet-RAISE-F","1242","","0.00261720001332357",""
"","weziyet-RAISE-B","0","","","0.997382799986676"
"widalash","widalash-F","0","1","0.979707407559687",""
"","widalash-B","0","1","","0.0202925924403132"
"","widalash-RAISE-F","0","","0.979707407559687",""
"","widalash-RAISE-B","4","","","0.0202925924403132"
"wilayet","wilayet-F","0","1","0.0028256425470273",""
"","wilayet-B","0","1","","0.997174357452973"
"","wilayet-RAISE-F","1135","","0.0028256425470273",""
"","wilayet-RAISE-B","0","","","0.997174357452973"
"xala","xala-F","0","1","0.998257026924411",""
"","xala-B","0","1","","0.00174297307558913"
"","xala-RAISE-F","64","","0.998257026924411",""
"","xala-RAISE-B","1302","","","0.00174297307558913"
"xalta","xalta-F","0","1","0.995503453477511",""
"","xalta-B","0","1","","0.00449654652248899"
"","xalta-RAISE-F","0","","0.995503453477511",""
"","xalta-RAISE-B","90","","","0.00449654652248899"
"xana","xana-F","0","1","0.990233671551144",""
"","xana-B","0","1","","0.00976632844885594"
"","xana-RAISE-F","6","","0.990233671551144",""
"","xana-RAISE-B","29","","","0.00976632844885594"
"xarabe","xarabe-F","0","1","0.0283840617698933",""
"","xarabe-B","0","1","","0.971615938230107"
"","xarabe-RAISE-F","47","","0.0283840617698933",""
"","xarabe-RAISE-B","16","","","0.971615938230107"
"xarablash","xarablash-F","0","1","0.973452047656144",""
"","xarablash-B","0","1","","0.0265479523438559"
"","xarablash-RAISE-F","0","","0.973452047656144",""
"","xarablash-RAISE-B","10","","","0.0265479523438559"
"xarla","xarla-F","0","1","0.980041812265262",""
"","xarla-B","0","1","","0.0199581877347382"
"","xarla-RAISE-F","0","","0.980041812265262",""
"","xarla-RAISE-B","14","","","0.0199581877347382"
"xasiyet","xasiyet-F","0","1","0.00362095745183752",""
"","xasiyet-B","0","1","","0.996379042548162"
"","xasiyet-RAISE-F","4","","0.00362095745183752",""
"","xasiyet-RAISE-B","0","","","0.996379042548162"
"xatalash","xatalash-F","0","1","0.990645464324396",""
"","xatalash-B","0","1","","0.00935453567560385"
"","xatalash-RAISE-F","0","","0.990645464324396",""
"","xatalash-RAISE-B","3","","","0.00935453567560385"
"xatire","xatire-F","0","1","0.0029810041980574",""
"","xatire-B","0","1","","0.997018995801943"
"","xatire-RAISE-F","545","","0.0029810041980574",""
"","xatire-RAISE-B","6","","","0.997018995801943"
"xatirile","xatirile-F","0","1","0.0020893798396679",""
"","xatirile-B","0","1","","0.997910620160332"
"","xatirile-RAISE-F","49","","0.0020893798396679",""
"","xatirile-RAISE-B","0","","","0.997910620160332"
"xatirjemsizlen","xatirjemsizlen-F","0","1","0.141467666299765",""
"","xatirjemsizlen-B","0","1","","0.858532333700235"
"","xatirjemsizlen-RAISE-F","1","","0.141467666299765",""
"","xatirjemsizlen-RAISE-B","0","","","0.858532333700235"
"xatirle","xatirle-F","0","1","0.00681246130876421",""
"","xatirle-B","0","1","","0.993187538691236"
"","xatirle-RAISE-F","3","","0.00681246130876421",""
"","xatirle-RAISE-B","0","","","0.993187538691236"
"xejle","xejle-F","0","1","0.0115543107668788",""
"","xejle-B","0","1","","0.988445689233121"
"","xejle-RAISE-F","14","","0.0115543107668788",""
"","xejle-RAISE-B","1","","","0.988445689233121"
"xelife","xelife-F","0","1","0.0263274378575339",""
"","xelife-B","0","1","","0.973672562142466"
"","xelife-RAISE-F","1","","0.0263274378575339",""
"","xelife-RAISE-B","0","","","0.973672562142466"
"xelipe","xelipe-F","0","1","0.0163052477394249",""
"","xelipe-B","0","1","","0.983694752260575"
"","xelipe-RAISE-F","79","","0.0163052477394249",""
"","xelipe-RAISE-B","0","","","0.983694752260575"
"xelq'aralash","xelq'aralash-F","0","1","0.986316474747849",""
"","xelq'aralash-B","0","1","","0.0136835252521513"
"","xelq'aralash-RAISE-F","0","","0.986316474747849",""
"","xelq'aralash-RAISE-B","57","","","0.0136835252521513"
"xelqara","xelqara-F","0","1","0.835853492011632",""
"","xelqara-B","0","1","","0.164146507988368"
"","xelqara-RAISE-F","0","","0.835853492011632",""
"","xelqara-RAISE-B","1","","","0.164146507988368"
"xende","xende-F","0","1","0.175550158920173",""
"","xende-B","0","1","","0.824449841079827"
"","xende-RAISE-F","2","","0.175550158920173",""
"","xende-RAISE-B","0","","","0.824449841079827"
"xensuche","xensuche-F","0","1","0.773591574986435",""
"","xensuche-B","0","1","","0.226408425013565"
"","xensuche-RAISE-F","0","","0.773591574986435",""
"","xensuche-RAISE-B","3","","","0.226408425013565"
"xenzuche","xenzuche-F","0","1","0.414685024265174",""
"","xenzuche-B","0","1","","0.585314975734826"
"","xenzuche-RAISE-F","7","","0.414685024265174",""
"","xenzuche-RAISE-B","35","","","0.585314975734826"
"xerite","xerite-F","0","1","0.0101396275399718",""
"","xerite-B","0","1","","0.989860372460028"
"","xerite-RAISE-F","158","","0.0101396275399718",""
"","xerite-RAISE-B","1","","","0.989860372460028"
"xeste","xeste-F","0","1","0.175550158920173",""
"","xeste-B","0","1","","0.824449841079827"
"","xeste-RAISE-F","2","","0.175550158920173",""
"","xeste-RAISE-B","0","","","0.824449841079827"
"xetme","xetme-F","0","1","0.00722592432737412",""
"","xetme-B","0","1","","0.992774075672626"
"","xetme-RAISE-F","1","","0.00722592432737412",""
"","xetme-RAISE-B","0","","","0.992774075672626"
"xewer","xewer-F","0","1","0.000914054619946884",""
"","xewer-B","0","1","","0.999085945380053"
"","xewer-RAISE-F","5657","","0.000914054619946884",""
"","xewer-RAISE-B","0","","","0.999085945380053"
"xewpsire","xewpsire-F","0","1","0.36384496182086",""
"","xewpsire-B","0","1","","0.63615503817914"
"","xewpsire-RAISE-F","3","","0.36384496182086",""
"","xewpsire-RAISE-B","0","","","0.63615503817914"
"xezine","xezine-F","0","1","0.0364122142848011",""
"","xezine-B","0","1","","0.963587785715199"
"","xezine-RAISE-F","95","","0.0364122142848011",""
"","xezine-RAISE-B","0","","","0.963587785715199"
"xirajet","xirajet-F","0","1","0.00623626755611705",""
"","xirajet-B","0","1","","0.993763732443883"
"","xirajet-RAISE-F","23","","0.00623626755611705",""
"","xirajet-RAISE-B","0","","","0.993763732443883"
"xitayche","xitayche-F","0","1","0.337263053242175",""
"","xitayche-B","0","1","","0.662736946757825"
"","xitayche-RAISE-F","6.99999999999999","","0.337263053242175",""
"","xitayche-RAISE-B","128","","","0.662736946757825"
"xizmetdash","xizmetdash-F","0","1","0.991717894951303",""
"","xizmetdash-B","0","1","","0.00828210504869653"
"","xizmetdash-RAISE-F","1","","0.991717894951303",""
"","xizmetdash-RAISE-B","4","","","0.00828210504869653"
"xoncha","xoncha-F","0","1","0.950816453799487",""
"","xoncha-B","0","1","","0.0491835462005132"
"","xoncha-RAISE-F","1","","0.950816453799487",""
"","xoncha-RAISE-B","0","","","0.0491835462005132"
"xorat","xorat-F","0","1","0.977060400652428",""
"","xorat-B","0","1","","0.0229395993475715"
"","xorat-RAISE-F","0","","0.977060400652428",""
"","xorat-RAISE-B","7","","","0.0229395993475715"
"xoraz","xoraz-F","0","1","0.987156861199317",""
"","xoraz-B","0","1","","0.012843138800683"
"","xoraz-RAISE-F","0","","0.987156861199317",""
"","xoraz-RAISE-B","1","","","0.012843138800683"
"xorla","xorla-F","0","1","0.995988221672324",""
"","xorla-B","0","1","","0.00401177832767619"
"","xorla-RAISE-F","0","","0.995988221672324",""
"","xorla-RAISE-B","5","","","0.00401177832767619"
"xorma","xorma-F","0","1","0.989855135239963",""
"","xorma-B","0","1","","0.0101448647600368"
"","xorma-RAISE-F","0","","0.989855135239963",""
"","xorma-RAISE-B","5","","","0.0101448647600368"
"xoshlash","xoshlash-F","0","1","0.989466068759814",""
"","xoshlash-B","0","1","","0.0105339312401858"
"","xoshlash-RAISE-F","0","","0.989466068759814",""
"","xoshlash-RAISE-B","13","","","0.0105339312401858"
"xristi'anche","xristi'anche-F","0","1","0.840048299513786",""
"","xristi'anche-B","0","1","","0.159951700486214"
"","xristi'anche-RAISE-F","0","","0.840048299513786",""
"","xristi'anche-RAISE-B","2","","","0.159951700486214"
"xromosoma","xromosoma-F","0","1","0.949919504980549",""
"","xromosoma-B","0","1","","0.050080495019451"
"","xromosoma-RAISE-F","0","","0.949919504980549",""
"","xromosoma-RAISE-B","2","","","0.050080495019451"
"xulase","xulase-F","0","1","0.0162712405532639",""
"","xulase-B","0","1","","0.983728759446736"
"","xulase-RAISE-F","137","","0.0162712405532639",""
"","xulase-RAISE-B","15","","","0.983728759446736"
"xulasila","xulasila-F","0","1","0.991355916237905",""
"","xulasila-B","0","1","","0.00864408376209513"
"","xulasila-RAISE-F","10","","0.991355916237905",""
"","xulasila-RAISE-B","3","","","0.00864408376209513"
"xunsa","xunsa-F","0","1","0.835853492011632",""
"","xunsa-B","0","1","","0.164146507988368"
"","xunsa-RAISE-F","0","","0.835853492011632",""
"","xunsa-RAISE-B","1","","","0.164146507988368"
"xupiyane","xupiyane-F","0","1","0.0674855222094029",""
"","xupiyane-B","0","1","","0.932514477790597"
"","xupiyane-RAISE-F","3","","0.0674855222094029",""
